Student_Name,Roll_Number,Gender,Age,10th_Percentage,12th_Percentage,UG_CGPA,Backlogs_Count,Attendance_%,Technical_Skill_Score,Primary_Tech,Soft_Skill_Score,Soft_Skill_Strong_Area,Programming_Languages_Known,Projects_Count,Internships_Count,Certifications_Count,Study_Hours_per_Day,Preferred_Domain,Career_Path,Placement_Eligible,Package_LPA
Meera Sheikh,R20230496,Male,21,67.14,75.27,7.28,0,68.3,66,C,62,Problem-Solving,5,4,0,4,2.5,AI/ML,Data Analyst,Yes,8.5
Arjun Gupta,R20240497,Female,24,84.79,91.81,6.68,1,92.7,53,C,45,Critical Thinking,6,1,1,0,3.4,Web Development,Frontend Developer,Yes,4.75
Krishna Jha,R20250498,Male,21,66.51,67.32,6.24,2,79.4,28,Other,61,Project Management,3,2,1,1,1.7,AI/ML,Software Developer,No,4.26
Ananya Sheikh,R20230499,Female,21,84.66,85.14,7.32,0,94.7,67,Java,82,Communication,7,2,1,1,2.1,Cybersecurity,Security Analyst,Yes,7.28
Krishna Sharma,R20240500,Other,20,82.63,85.95,7.84,0,86.9,52,Python,53,Communication,2,1,2,0,2.9,Cybersecurity,SOC Engineer,Yes,6.07
Ishaan Nair,R20250501,Female,21,60.74,55.57,9.91,1,69.8,51,JavaScript,57,Communication,5,3,1,3,3.4,Cybersecurity,Security Analyst,Yes,6.33
Aarohi Bose,R20230502,Male,20,71.22,71.4,5.59,1,96.2,56,JavaScript,75,Leadership,10,3,1,1,1.1,Web Development,Web Developer,Yes,5.48
Myra Kumar,R20240503,Male,22,89.94,77.03,8.79,0,97.5,92,JavaScript,66,Leadership,4,2,2,3,3.6,Web Development,Software Developer,Yes,6.07
Sara Chowdhury,R20250504,Female,22,68.19,73.45,8.57,1,90.8,100,Python,75,Project Management,4,1,1,6,3.3,Web Development,Web Developer,Yes,6.35
Myra Roy,R20230505,Female,19,73.36,63.99,6.47,0,74.4,67,Python,70,Critical Thinking,6,1,2,1,1.8,Mobile Development,iOS Developer,Yes,6.63
Ananya Chowdhury,R20240506,Male,19,82.62,91.64,7.64,3,78.9,57,C,73,Leadership,6,4,0,1,5.5,AI/ML,Data Analyst,No,6.19
Navya Mishra,R20250507,Female,18,85.83,83.85,6.85,0,83.5,45,Other,60,Critical Thinking,3,5,0,7,1.7,Cybersecurity,Security Analyst,Yes,7.25
Sara Das,R20230508,Female,21,75.48,74.21,7.62,1,75.0,71,Java,69,Critical Thinking,5,1,0,2,3.7,Cloud Computing,Software Developer,Yes,7.23
Muhammad Singh,R20240509,Female,19,72.02,68.25,9.21,2,98.9,93,Python,52,Leadership,4,2,0,1,3.1,Cloud Computing,DevOps Engineer,Yes,8.53
Aarohi Mishra,R20250510,Female,18,92.22,90.49,8.13,2,83.4,60,JavaScript,85,Leadership,3,3,0,1,2.3,Web Development,Web Developer,Yes,5.19
Sai Jha,R20230511,Female,21,95.39,100.0,8.01,0,55.0,26,JavaScript,56,Project Management,4,2,0,3,2.9,Web Development,Software Developer,Yes,4.65
Vivaan Das,R20240512,Male,24,87.79,72.86,6.88,0,85.4,75,Other,83,Problem-Solving,5,2,0,3,3.4,Mobile Development,iOS Developer,Yes,7.3
Myra Mishra,R20250513,Female,20,78.85,86.51,5.62,1,78.5,80,JavaScript,62,Communication,5,1,0,0,6.2,Mobile Development,iOS Developer,Yes,7.16
Isha Kumar,R20230514,Female,22,69.92,71.95,7.15,0,81.3,39,Other,69,Leadership,2,4,1,0,1.1,AI/ML,Data Scientist,Yes,10.14
Myra Verma,R20240515,Male,21,69.7,62.46,8.85,2,78.3,67,Python,59,Leadership,7,3,0,2,0.0,Cloud Computing,Cloud Engineer,Yes,8.11
Arjun Sheikh,R20250516,Male,20,83.23,76.78,5.57,1,90.1,71,JavaScript,51,Critical Thinking,3,2,0,2,1.6,Web Development,Frontend Developer,Yes,4.64
Aarohi Das,R20230517,Male,22,82.18,92.24,6.13,1,93.2,63,JavaScript,40,Problem-Solving,3,2,0,2,2.8,Web Development,Frontend Developer,Yes,4.9
Vihaan Pathak,R20240518,Female,20,92.02,86.35,7.55,1,84.8,51,Python,50,Leadership,4,6,1,1,3.6,Data Science,Data Analyst,Yes,6.73
Vihaan Sheikh,R20250519,Other,21,84.5,77.58,6.22,0,78.6,80,C,61,Problem-Solving,3,1,1,3,2.9,Cloud Computing,SRE,Yes,9.22
Sara Sharma,R20230520,Male,21,62.97,69.79,6.45,0,81.6,58,Other,69,Communication,5,3,1,1,2.6,AI/ML,ML Engineer,Yes,10.58
Arjun Jha,R20240521,Female,19,88.52,90.55,6.89,1,82.2,40,Python,81,Critical Thinking,4,2,0,2,4.6,AI/ML,Data Scientist,Yes,10.68
Arjun Gupta,R20250522,Male,22,68.02,62.39,5.76,2,74.0,31,JavaScript,59,Project Management,4,2,1,3,1.9,Web Development,Web Developer,No,2.96
Myra Reddy,R20230523,Female,20,74.16,75.46,6.23,0,87.8,84,C,53,Communication,5,2,1,0,4.8,Data Science,Software Developer,Yes,7.8
Ananya Khan,R20240524,Female,19,80.5,74.35,8.24,0,86.6,74,C,44,Problem-Solving,2,1,3,2,3.5,Mobile Development,Software Developer,Yes,5.99
Isha Gupta,R20250525,Female,21,97.96,100.0,5.83,3,97.4,65,Python,73,Problem-Solving,4,5,0,2,4.6,Web Development,Web Developer,Yes,5.32
Ananya Chowdhury,R20230526,Male,19,100.0,100.0,5.48,1,94.6,57,Python,87,Communication,1,2,2,0,1.7,Cybersecurity,Software Developer,Yes,7.36
Isha Das,R20240527,Male,21,84.07,87.26,6.64,0,75.1,56,Java,85,Problem-Solving,2,4,1,1,2.4,Cybersecurity,SOC Engineer,Yes,6.45
Myra Chowdhury,R20250528,Male,20,76.17,78.34,8.28,0,90.2,47,Java,77,Project Management,2,2,1,1,1.0,Cybersecurity,Network Engineer,Yes,6.52
Vivaan Khan,R20230529,Male,22,83.35,93.92,7.16,0,72.5,57,C,76,Project Management,4,3,1,1,3.2,Mobile Development,Mobile QA,Yes,5.0
Aditya Singh,R20240530,Female,21,86.88,86.88,6.84,2,89.0,30,C,91,Problem-Solving,3,2,2,2,3.2,Data Science,Data Analyst,Yes,6.85
Ishaan Singh,R20250531,Female,20,74.79,67.7,7.45,0,76.8,52,Python,71,Problem-Solving,5,1,1,4,5.2,Cybersecurity,Security Analyst,Yes,7.23
Aditya Jha,R20230532,Other,22,95.95,98.65,5.31,3,71.8,59,Python,76,Project Management,6,2,1,0,2.9,Web Development,Web Developer,No,3.21
Vihaan Patel,R20240533,Other,23,80.3,92.82,7.99,0,84.8,74,JavaScript,61,Problem-Solving,4,2,1,3,1.0,Data Science,ML Engineer,Yes,9.0
Sara Aggarwal,R20250534,Male,21,82.98,76.89,7.86,0,55.3,63,Python,46,Leadership,4,1,1,1,3.9,Data Science,Data Analyst,Yes,6.45
Ishaan Sharma,R20230535,Female,21,84.66,82.49,6.91,0,64.5,77,C,56,Critical Thinking,5,7,0,1,1.7,Web Development,Frontend Developer,Yes,5.87
Vivaan Das,R20240536,Female,19,82.22,84.72,8.61,0,80.2,86,Python,66,Leadership,7,2,1,0,1.3,Cloud Computing,Cloud Engineer,Yes,8.45
Vivaan Nair,R20250537,Female,19,86.39,86.07,6.05,0,82.8,81,C,67,Problem-Solving,4,3,0,1,3.6,Cybersecurity,Network Engineer,Yes,7.44
Diya Roy,R20230538,Male,20,71.83,65.94,8.75,1,78.3,72,C,95,Problem-Solving,4,1,0,1,1.9,Data Science,Data Analyst,Yes,8.62
Aadhya Kumar,R20240539,Male,20,72.42,79.15,7.59,0,66.2,64,Python,67,Critical Thinking,3,3,0,1,2.1,Web Development,Web Developer,Yes,6.04
Sai Sheikh,R20250540,Male,20,67.0,80.92,7.0,0,73.8,48,JavaScript,84,Problem-Solving,4,2,2,1,4.5,Data Science,Data Analyst,Yes,7.47
Aadhya Bose,R20230541,Female,21,82.4,83.58,7.38,2,85.9,76,Other,59,Critical Thinking,2,2,0,1,3.4,AI/ML,Data Scientist,Yes,11.13
Reyansh Aggarwal,R20240542,Female,21,85.79,80.37,7.27,0,87.8,91,JavaScript,61,Project Management,5,3,0,2,3.5,Cloud Computing,Software Developer,Yes,8.35
Reyansh Gupta,R20250543,Male,20,82.58,73.29,8.86,1,81.8,69,Python,46,Critical Thinking,4,2,0,4,1.1,AI/ML,Data Analyst,Yes,7.97
Meera Mishra,R20230544,Female,21,94.74,96.29,6.11,0,93.6,95,Python,55,Critical Thinking,2,2,1,6,3.6,Web Development,Backend Developer,Yes,6.77
Meera Singh,R20240545,Female,21,77.94,84.56,6.48,0,86.0,40,Java,74,Leadership,2,5,1,1,2.5,Web Development,Software Developer,Yes,5.47
Myra Bose,R20250546,Male,18,84.69,87.54,8.64,0,74.5,46,JavaScript,66,Problem-Solving,2,0,0,1,2.3,Data Science,Software Developer,Yes,6.91
Arjun Singh,R20230547,Male,19,67.08,67.07,6.69,0,79.2,78,Other,80,Project Management,1,2,0,2,3.3,AI/ML,ML Engineer,Yes,10.91
Sara Reddy,R20240548,Female,20,74.13,70.59,8.48,2,68.0,68,C,69,Communication,3,9,0,1,2.8,Web Development,Web Developer,Yes,5.44
Sara Reddy,R20250549,Male,19,84.96,78.41,9.44,1,80.9,85,C,61,Critical Thinking,4,0,1,0,1.0,Web Development,Web Developer,Yes,5.68
Aarav Pathak,R20230550,Female,21,86.49,91.5,6.92,0,93.1,64,Java,98,Communication,3,4,0,1,3.9,Data Science,ML Engineer,Yes,9.7
Ishaan Chowdhury,R20240551,Male,23,75.06,80.54,8.22,1,88.9,50,JavaScript,65,Problem-Solving,4,3,2,2,4.1,AI/ML,Data Scientist,Yes,10.52
Reyansh Gupta,R20250552,Female,22,77.28,68.01,6.02,0,96.0,61,JavaScript,83,Critical Thinking,4,0,1,0,2.1,Data Science,ML Engineer,Yes,9.31
Sara Roy,R20230553,Male,20,62.82,72.36,8.31,0,79.0,39,Java,60,Communication,7,1,1,1,3.5,Cloud Computing,SRE,Yes,8.55
Aarohi Nair,R20240554,Female,23,74.43,77.87,7.64,1,95.5,46,Other,77,Leadership,3,1,1,2,3.9,Cybersecurity,Security Analyst,Yes,6.88
Aadhya Reddy,R20250555,Female,21,86.9,95.3,7.97,1,80.1,80,Java,80,Communication,4,4,0,2,0.6,AI/ML,Data Analyst,Yes,8.6
Sara Nair,R20230556,Male,20,83.75,75.7,6.63,0,96.7,78,JavaScript,69,Leadership,5,3,1,5,2.2,Web Development,Software Developer,Yes,4.69
Muhammad Mishra,R20240557,Male,20,83.01,74.82,5.41,1,81.8,70,Other,31,Project Management,3,4,2,0,0.2,Web Development,Software Developer,Yes,5.73
Myra Patel,R20250558,Male,20,78.5,77.61,8.0,0,89.1,36,JavaScript,66,Problem-Solving,5,2,0,2,3.6,AI/ML,Data Scientist,Yes,10.01
Sai Mishra,R20230559,Female,20,78.07,81.09,4.92,2,96.8,58,Python,84,Communication,9,5,1,3,3.3,Web Development,Web Developer,Yes,5.72
Aarohi Roy,R20240560,Female,21,71.4,82.18,7.02,0,80.1,44,Python,74,Critical Thinking,2,2,0,1,2.0,Data Science,Software Developer,Yes,7.09
Aarohi Nair,R20250561,Female,21,84.99,89.23,8.53,1,84.2,83,Java,73,Problem-Solving,4,0,0,1,2.6,Web Development,Web Developer,Yes,5.97
Ishaan Sharma,R20230562,Male,21,82.21,80.75,7.63,0,94.9,55,Python,40,Communication,4,2,2,4,2.4,Web Development,Backend Developer,Yes,5.67
Isha Reddy,R20240563,Male,21,82.92,76.76,9.74,2,80.7,47,JavaScript,55,Critical Thinking,2,2,0,1,0.4,Web Development,Web Developer,Yes,5.41
Aarav Bose,R20250564,Male,22,72.74,80.12,8.63,0,68.8,64,C,72,Critical Thinking,2,4,1,3,4.4,Cloud Computing,DevOps Engineer,Yes,9.06
Vivaan Khan,R20230565,Male,22,56.47,50.68,6.62,1,100.0,54,Python,72,Critical Thinking,3,4,3,2,3.1,Data Science,Data Scientist,Yes,8.47
Myra Nair,R20240566,Female,18,88.97,98.74,7.43,0,77.3,88,JavaScript,84,Critical Thinking,7,1,0,4,2.6,Web Development,Software Developer,Yes,6.17
Sai Khan,R20250567,Male,18,73.21,71.5,7.34,0,83.6,52,C,64,Communication,3,5,1,3,2.6,Web Development,Backend Developer,Yes,5.69
Diya Singh,R20230568,Male,22,69.37,78.91,5.5,2,93.6,42,Python,72,Project Management,4,3,0,3,3.6,Cybersecurity,Software Developer,No,3.66
Muhammad Khan,R20240569,Female,18,84.93,89.0,6.27,1,75.9,30,Python,66,Leadership,5,0,4,6,0.9,Cybersecurity,SOC Engineer,No,4.94
Krishna Kumar,R20250570,Male,20,74.08,73.26,6.73,0,71.9,64,Java,51,Leadership,4,6,1,2,1.7,Web Development,Frontend Developer,Yes,4.43
Vihaan Verma,R20230571,Male,19,88.6,85.48,4.96,1,84.5,55,C,32,Leadership,3,2,1,3,3.1,Cybersecurity,Security Analyst,Yes,6.14
Ishaan Pathak,R20240572,Female,18,84.17,82.12,7.46,1,64.1,41,JavaScript,72,Project Management,5,5,0,0,4.1,Data Science,Data Analyst,Yes,7.32
Vivaan Bose,R20250573,Male,21,84.84,87.41,7.1,0,79.1,83,Python,69,Critical Thinking,4,2,1,1,0.0,AI/ML,Data Scientist,Yes,11.85
Diya Kumar,R20230574,Female,22,64.34,64.8,5.39,2,84.5,75,JavaScript,57,Critical Thinking,5,4,1,3,4.0,AI/ML,Software Developer,Yes,8.45
Aditya Nair,R20240575,Female,20,90.12,86.56,7.89,1,79.3,64,Python,42,Problem-Solving,7,6,0,3,2.0,Cybersecurity,Security Analyst,Yes,5.89
Ananya Jha,R20250576,Female,18,80.61,79.62,8.26,0,66.6,86,Python,75,Leadership,5,4,0,0,2.5,Cybersecurity,Security Analyst,Yes,8.41
Reyansh Yadav,R20230577,Male,20,74.31,74.78,7.67,2,97.9,75,C,62,Leadership,6,1,1,3,2.8,Web Development,Web Developer,Yes,4.85
Arjun Chowdhury,R20240578,Female,21,79.43,66.66,7.01,0,83.0,51,C,74,Critical Thinking,4,1,0,2,1.5,AI/ML,Software Developer,Yes,8.16
Diya Sheikh,R20250579,Male,18,60.24,62.99,8.11,1,96.3,47,Java,94,Leadership,6,0,1,5,1.3,Web Development,Web Developer,Yes,5.79
Anika Reddy,R20230580,Male,21,82.09,76.21,8.22,1,79.4,77,C,34,Critical Thinking,4,2,0,4,3.0,Mobile Development,Android Developer,Yes,6.55
Reyansh Reddy,R20240581,Male,20,67.71,60.79,7.77,0,73.2,70,Python,56,Critical Thinking,3,1,1,2,5.1,Web Development,Web Developer,Yes,5.05
Myra Nair,R20250582,Other,21,64.47,54.35,6.41,1,84.7,67,Java,63,Critical Thinking,4,3,0,1,1.7,Data Science,Data Analyst,Yes,6.91
Ananya Patel,R20230583,Male,21,62.78,52.02,7.73,0,79.8,50,Python,88,Communication,4,4,2,1,1.7,Web Development,Backend Developer,Yes,6.14
Sara Gupta,R20240584,Male,19,89.13,81.0,8.83,0,70.2,74,C,41,Communication,5,3,1,1,1.3,Web Development,Software Developer,Yes,5.63
Arjun Singh,R20250585,Female,22,71.71,67.46,6.68,0,96.7,52,JavaScript,95,Communication,2,3,3,3,2.5,AI/ML,Data Analyst,Yes,9.2
Isha Chowdhury,R20230586,Male,20,93.34,100.0,9.92,2,75.8,62,Other,68,Communication,4,3,1,2,1.6,Data Science,Data Analyst,Yes,7.69
Diya Gupta,R20240587,Male,20,72.64,69.48,6.77,0,63.6,87,C,65,Project Management,6,4,1,0,1.6,Data Science,Software Developer,Yes,7.61
Isha Sharma,R20250588,Male,19,60.93,62.0,7.44,0,95.3,53,C,63,Problem-Solving,1,4,1,0,3.1,Web Development,Software Developer,Yes,5.22
Krishna Chowdhury,R20230589,Male,20,66.83,69.23,6.59,0,77.0,39,Other,59,Problem-Solving,2,4,0,2,1.1,Cybersecurity,Security Analyst,Yes,6.59
Vihaan Pathak,R20240590,Male,19,90.36,91.15,7.67,3,75.9,47,C,82,Critical Thinking,2,3,1,1,4.7,Web Development,Web Developer,Yes,4.76
Diya Reddy,R20250591,Male,20,76.44,75.98,5.31,1,64.3,80,Other,50,Leadership,3,1,1,3,1.4,Data Science,Software Developer,Yes,7.59
Aarohi Mishra,R20230592,Female,23,72.52,65.35,6.74,0,99.4,68,C,71,Communication,5,2,1,3,4.2,AI/ML,Data Scientist,Yes,11.54
Diya Patel,R20240593,Male,18,79.6,88.31,6.09,0,69.1,62,JavaScript,60,Problem-Solving,2,4,0,0,5.2,Data Science,Software Developer,No,4.67
Sai Thakur,R20250594,Male,18,83.02,93.86,7.56,0,82.6,56,Python,55,Problem-Solving,1,3,0,5,4.2,Web Development,Web Developer,Yes,5.15
Aarav Khan,R20230595,Female,23,89.17,79.07,8.59,1,91.1,72,Other,100,Communication,3,0,1,2,4.1,Cybersecurity,SOC Engineer,Yes,6.77
Navya Das,R20240596,Male,20,92.48,86.34,8.18,0,86.2,50,Python,72,Project Management,9,3,0,1,3.8,Data Science,Data Scientist,Yes,9.2
Meera Singh,R20250597,Female,19,74.4,72.72,4.55,1,81.4,69,Java,75,Project Management,4,1,0,2,3.1,Web Development,Software Developer,No,2.89
Aditya Pathak,R20230598,Male,22,64.74,58.95,9.85,1,65.0,52,C,83,Problem-Solving,5,6,1,1,4.2,AI/ML,Software Developer,Yes,8.73
Ishaan Jha,R20240599,Male,20,73.87,76.91,7.75,2,73.9,50,Python,45,Project Management,5,6,1,3,2.5,Web Development,Web Developer,Yes,5.45
Vihaan Kumar,R20250600,Male,23,80.6,76.23,6.47,1,83.9,54,JavaScript,92,Communication,3,1,0,3,3.8,Data Science,Data Scientist,Yes,10.11
Vivaan Verma,R20230601,Male,22,68.36,81.35,7.59,0,74.1,58,Java,28,Problem-Solving,3,5,0,0,4.1,Cybersecurity,Security Analyst,Yes,6.01
Ishaan Thakur,R20240602,Male,20,68.43,75.57,7.61,2,84.0,63,Other,54,Communication,3,2,1,4,3.4,Cloud Computing,SRE,Yes,8.52
Vihaan Patel,R20250603,Male,24,81.44,82.72,6.6,0,88.8,68,Python,59,Project Management,4,2,1,1,2.5,AI/ML,Data Scientist,Yes,11.02
Sai Chowdhury,R20230604,Male,20,77.51,83.67,7.64,0,91.6,5,JavaScript,75,Communication,6,2,0,1,3.4,Web Development,Software Developer,Yes,4.23
Arjun Mishra,R20240605,Male,22,78.33,84.97,6.67,0,69.7,51,Python,69,Project Management,2,5,0,0,2.4,Web Development,Web Developer,Yes,5.06
Sara Roy,R20250606,Male,21,70.42,67.04,6.91,0,100.0,58,Other,63,Project Management,4,0,2,5,2.1,AI/ML,Data Analyst,Yes,8.34
Navya Jha,R20230607,Male,22,75.7,70.8,6.58,0,89.7,88,Other,66,Communication,1,1,0,2,3.7,Data Science,Data Analyst,Yes,7.21
Aarohi Kumar,R20240608,Male,23,68.76,69.23,5.68,1,82.0,47,Python,51,Project Management,5,1,0,0,3.0,Web Development,Web Developer,No,3.17
Aadhya Patel,R20250609,Male,21,86.9,92.07,7.58,1,92.9,67,JavaScript,44,Critical Thinking,6,2,1,3,3.7,Cybersecurity,Security Analyst,Yes,6.32
Myra Khan,R20230610,Female,19,88.35,89.18,8.1,0,100.0,88,JavaScript,77,Communication,5,2,0,3,3.0,Web Development,Software Developer,Yes,6.44
Aadhya Reddy,R20240611,Male,21,59.54,50.08,8.02,0,67.6,43,Python,76,Critical Thinking,5,2,0,3,3.4,Data Science,ML Engineer,Yes,8.57
Vivaan Roy,R20250612,Female,19,68.7,63.88,8.38,1,79.7,70,Java,90,Communication,3,3,2,2,4.5,Web Development,Frontend Developer,Yes,5.67
Muhammad Pathak,R20230613,Female,24,63.03,62.59,7.79,0,58.2,51,C,54,Project Management,3,2,1,2,2.6,Cybersecurity,Software Developer,Yes,6.74
Sara Singh,R20240614,Male,21,71.5,71.05,6.76,0,83.9,56,JavaScript,76,Project Management,4,4,1,1,2.3,Web Development,Software Developer,Yes,5.4
Diya Patel,R20250615,Female,20,77.17,89.01,8.41,1,85.7,51,C,62,Problem-Solving,5,2,1,3,3.3,Web Development,Frontend Developer,Yes,5.0
Diya Chowdhury,R20230616,Female,21,63.5,55.18,5.77,4,81.6,52,C,84,Problem-Solving,5,2,2,1,0.0,Data Science,Data Analyst,No,5.39
Diya Verma,R20240617,Male,18,68.78,71.81,6.32,0,75.5,100,Python,81,Critical Thinking,2,4,1,3,3.7,Cloud Computing,Cloud Engineer,Yes,9.59
Isha Reddy,R20250618,Male,19,67.96,76.89,6.24,0,61.5,78,Java,69,Project Management,3,2,0,0,1.8,AI/ML,ML Engineer,Yes,10.3
Muhammad Patel,R20230619,Female,22,80.07,93.7,8.7,1,85.7,82,JavaScript,61,Problem-Solving,4,4,2,3,4.8,Web Development,Backend Developer,Yes,6.84
Sara Gupta,R20240620,Female,20,78.69,76.26,8.53,0,96.6,72,Other,80,Project Management,3,0,1,0,3.7,Cybersecurity,Network Engineer,Yes,6.95
Muhammad Khan,R20250621,Male,19,70.78,73.73,7.98,1,76.1,38,Python,76,Communication,3,5,0,2,3.9,Web Development,Frontend Developer,Yes,5.19
Aarav Verma,R20230622,Male,21,79.77,83.19,8.69,1,86.4,70,C,56,Problem-Solving,4,2,0,3,3.9,Data Science,Software Developer,Yes,7.45
Ananya Singh,R20240623,Male,22,72.53,73.7,6.34,0,66.3,81,JavaScript,46,Critical Thinking,6,2,1,1,2.2,AI/ML,Software Developer,Yes,8.39
Arjun Bose,R20250624,Male,22,75.28,74.69,7.82,1,86.6,50,Java,62,Problem-Solving,6,1,0,0,2.5,AI/ML,Software Developer,No,5.1
Muhammad Gupta,R20230625,Female,22,94.73,97.35,7.25,0,78.1,79,Python,89,Project Management,1,3,0,3,0.8,Web Development,Software Developer,Yes,6.08
Navya Yadav,R20240626,Male,19,91.4,76.21,8.42,0,74.4,75,Python,83,Leadership,3,1,1,3,4.6,Cloud Computing,Cloud Engineer,Yes,9.0
Aarohi Yadav,R20250627,Male,18,65.0,69.09,7.26,1,74.4,94,Java,49,Leadership,5,3,0,2,1.3,Data Science,Data Analyst,Yes,7.51
Sai Das,R20230628,Female,23,86.3,87.06,6.94,0,78.1,57,Python,48,Project Management,4,3,2,3,2.8,Mobile Development,Android Developer,Yes,5.46
Arjun Khan,R20240629,Male,20,86.11,84.78,8.05,1,85.8,46,JavaScript,85,Communication,5,2,0,2,4.3,Cybersecurity,SOC Engineer,Yes,6.97
Aarav Reddy,R20250630,Male,20,66.52,78.8,8.45,1,68.9,58,Java,49,Problem-Solving,4,4,1,1,4.6,Mobile Development,iOS Developer,Yes,6.11
Arjun Kumar,R20230631,Female,22,86.19,82.14,6.6,1,78.0,87,JavaScript,74,Leadership,5,2,1,3,2.5,Data Science,Data Analyst,Yes,7.69
Navya Reddy,R20240632,Female,21,93.38,90.96,7.33,0,81.6,35,Java,57,Communication,8,4,1,4,0.8,Web Development,Software Developer,Yes,5.11
Reyansh Patel,R20250633,Male,21,66.77,78.72,6.13,0,71.0,31,Python,90,Project Management,7,1,3,0,3.1,Cybersecurity,Security Analyst,Yes,6.67
Aarav Kumar,R20230634,Male,24,68.82,63.83,4.4,2,100.0,65,JavaScript,54,Communication,2,3,1,0,3.2,Cybersecurity,Software Developer,Yes,7.48
Aarav Roy,R20240635,Male,20,88.18,84.88,7.64,1,73.5,57,Java,83,Project Management,4,3,1,2,3.3,Cloud Computing,DevOps Engineer,Yes,8.58
Sai Bose,R20250636,Male,22,80.71,79.83,8.13,0,75.3,64,Python,69,Problem-Solving,5,2,2,4,2.4,Data Science,Data Analyst,Yes,7.55
Ananya Sharma,R20230637,Male,21,83.51,88.55,7.71,0,72.2,79,Java,70,Communication,5,3,0,1,2.6,AI/ML,Data Analyst,Yes,9.03
Reyansh Reddy,R20240638,Male,21,81.41,82.66,5.06,2,100.0,55,Python,36,Problem-Solving,5,1,0,4,2.0,Cloud Computing,Cloud Engineer,No,4.65
Vivaan Kumar,R20250639,Male,23,81.91,74.15,6.98,3,87.5,34,JavaScript,33,Communication,4,2,0,2,3.0,Cloud Computing,Cloud Engineer,No,5.07
Aadhya Sheikh,R20230640,Male,21,64.74,61.55,4.74,2,72.6,97,Python,63,Project Management,6,2,0,2,3.8,Web Development,Backend Developer,Yes,6.42
Vihaan Gupta,R20240641,Male,21,88.47,84.83,9.04,0,93.1,48,JavaScript,70,Project Management,4,3,1,2,3.1,AI/ML,Data Analyst,Yes,7.83
Myra Pathak,R20250642,Male,22,89.7,89.24,6.1,1,84.0,47,C,49,Communication,4,1,1,3,2.7,AI/ML,Software Developer,Yes,7.52
Diya Sheikh,R20230643,Male,20,75.71,78.27,8.91,0,84.6,82,Python,50,Project Management,7,3,0,1,4.1,Web Development,Web Developer,Yes,6.58
Aarohi Patel,R20240644,Male,19,77.57,80.08,8.54,0,78.6,58,Other,74,Critical Thinking,4,6,0,2,3.1,Mobile Development,Android Developer,Yes,6.41
Sara Sheikh,R20250645,Male,19,62.69,52.03,6.32,0,74.5,63,JavaScript,74,Critical Thinking,4,1,0,9,2.8,Data Science,Software Developer,Yes,6.99
Sai Khan,R20230646,Female,18,83.14,89.52,6.04,0,85.4,72,C,64,Problem-Solving,6,2,1,1,2.9,AI/ML,ML Engineer,Yes,10.61
Vivaan Sheikh,R20240647,Female,24,83.72,85.24,7.82,0,76.5,81,Python,78,Critical Thinking,6,2,1,1,1.3,Cloud Computing,DevOps Engineer,Yes,9.54
Ishaan Pathak,R20250648,Female,19,77.38,85.69,6.39,1,100.0,59,Python,48,Critical Thinking,4,2,2,1,1.5,Web Development,Web Developer,Yes,4.91
Aarav Verma,R20230649,Female,20,89.24,91.91,7.52,0,69.3,88,Java,61,Leadership,4,3,0,2,2.7,Cloud Computing,Cloud Engineer,Yes,8.58
Myra Mishra,R20240650,Male,20,74.66,81.27,6.82,0,97.4,30,JavaScript,91,Leadership,2,0,0,1,1.9,Cybersecurity,Security Analyst,Yes,6.07
Aadhya Patel,R20250651,Male,21,83.65,86.45,5.26,2,80.9,76,JavaScript,67,Leadership,1,1,1,2,2.7,Cloud Computing,DevOps Engineer,Yes,9.02
Myra Pathak,R20230652,Male,22,67.8,75.88,4.72,2,85.0,51,Java,68,Leadership,4,0,1,4,3.8,Data Science,Data Analyst,No,5.05
Aditya Gupta,R20240653,Female,22,77.76,80.89,7.67,0,90.3,86,JavaScript,100,Project Management,3,6,0,1,3.6,Web Development,Frontend Developer,Yes,5.72
Ananya Khan,R20250654,Female,20,76.26,75.67,6.73,1,75.7,66,Python,45,Problem-Solving,2,3,0,1,3.3,AI/ML,Software Developer,No,5.23
Arjun Gupta,R20230655,Male,20,80.25,93.88,6.74,0,90.6,53,C,78,Problem-Solving,5,3,0,2,3.8,Data Science,Data Analyst,Yes,7.29
Arjun Reddy,R20240656,Male,21,74.3,79.63,8.24,1,54.9,75,Java,91,Critical Thinking,3,3,1,2,4.0,Data Science,Software Developer,Yes,7.73
Meera Bose,R20250657,Male,20,76.69,80.13,8.81,1,74.8,78,Other,61,Problem-Solving,4,3,2,3,4.0,Data Science,Data Analyst,Yes,7.73
Navya Das,R20230658,Male,23,86.26,78.6,7.07,0,72.8,74,JavaScript,79,Critical Thinking,1,1,0,2,4.0,Data Science,Software Developer,Yes,6.85
Isha Khan,R20240659,Female,21,73.63,65.9,6.99,0,69.5,48,Java,51,Problem-Solving,5,4,0,1,1.4,AI/ML,Software Developer,Yes,7.23
Anika Nair,R20250660,Female,22,61.93,63.69,8.0,0,79.9,56,Java,56,Communication,4,3,1,2,0.5,Cybersecurity,Security Analyst,Yes,7.04
Sara Sheikh,R20230661,Male,21,95.5,96.37,5.77,3,85.9,64,Other,72,Communication,5,3,0,2,1.9,Cybersecurity,Software Developer,No,3.78
